SNP	Assembly	Annotation_Chromosome	Annotation_Position	Allele_string	Most_severe_consequence	Gene_symbol	Gene_ID	Transcript_ID	Consequence	Impact	Biotype	Exon	Protein_position	Amino_acids
rs2057069					intron_variant	TFEB		ENST00000420312	intron_variant	MODIFIER	protein_coding			
rs2057069					intron_variant	TFEB		ENST00000424495	intron_variant	MODIFIER	protein_coding			
rs2057069					intron_variant	TFEB		ENST00000425401	intron_variant	MODIFIER	protein_coding			
rs2057069					intron_variant	TFEB		ENST00000433032	intron_variant	MODIFIER	protein_coding			
rs2057069					intron_variant	TFEB		ENST00000445700	intron_variant	MODIFIER	protein_coding			
rs2841648					intron_variant	CRIP3		ENST00000274990	downstream_gene_variant	MODIFIER	protein_coding			
rs2841648					intron_variant	CRIP3		ENST00000372569	downstream_gene_variant	MODIFIER	protein_coding			
rs2841648					intron_variant	SLC22A7		ENST00000372574	intron_variant	MODIFIER	protein_coding			
rs2841648					intron_variant	SLC22A7		ENST00000372585	intron_variant	MODIFIER	protein_coding			
rs2841648					intron_variant	SLC22A7		ENST00000372589	intron_variant	MODIFIER	protein_coding			
rs2841648					intron_variant	CRIP3		ENST00000416431	intron_variant	MODIFIER	protein_coding			
rs2841648					intron_variant	SLC22A7		ENST00000436107	upstream_gene_variant	MODIFIER	protein_coding			
rs2841648					intron_variant	SLC22A7		ENST00000449231	downstream_gene_variant	MODIFIER	protein_coding			
rs2841648					intron_variant	CRIP3		ENST00000451294	downstream_gene_variant	MODIFIER	protein_coding			
rs2841648					intron_variant	SLC22A7		ENST00000451757	downstream_gene_variant	MODIFIER	protein_coding			
rs2841648					intron_variant	CRIP3		ENST00000477866	downstream_gene_variant	MODIFIER	retained_intron			
rs2841648					intron_variant	SLC22A7		ENST00000480882	downstream_gene_variant	MODIFIER	processed_transcript			
rs2841648					intron_variant	SLC22A7		ENST00000487175	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs2841648					intron_variant	CRIP3		ENST00000487744	downstream_gene_variant	MODIFIER	retained_intron			
rs2841648					intron_variant	SLC22A7		ENST00000498232	downstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs833067					intron_variant	VEGFA		ENST00000230480	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000324450	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000372055	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000372064	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000372067	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000372077	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000413642	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000417285	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000425836	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000457104	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000476772	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs833067					intron_variant	VEGFA		ENST00000480614	upstream_gene_variant	MODIFIER	retained_intron			
rs833067					intron_variant	VEGFA		ENST00000482630	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000512683	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs833067					intron_variant	VEGFA		ENST00000518538	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs833067					intron_variant	VEGFA		ENST00000518689	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000518824	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000519767	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000520265	upstream_gene_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000520948	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000523125	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000523873	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	VEGFA		ENST00000523950	intron_variant	MODIFIER	protein_coding			
rs833067					intron_variant	RP1-261G23.7		ENST00000607600	upstream_gene_variant	MODIFIER	antisense			
rs6905288					downstream_gene_variant	VEGFA		ENST00000372064	downstream_gene_variant	MODIFIER	protein_coding			
rs6905288					downstream_gene_variant	VEGFA		ENST00000372067	downstream_gene_variant	MODIFIER	protein_coding			
rs6905288					downstream_gene_variant	VEGFA		ENST00000372077	downstream_gene_variant	MODIFIER	protein_coding			
rs6905288					downstream_gene_variant	VEGFA		ENST00000480614	downstream_gene_variant	MODIFIER	retained_intron			
rs6905288					downstream_gene_variant	VEGFA		ENST00000497139	downstream_gene_variant	MODIFIER	retained_intron			
rs2894536					intergenic_variant				intergenic_variant					
rs6458354					intergenic_variant				intergenic_variant					
rs72863966					intergenic_variant				intergenic_variant					
rs3798519					intron_variant	TFAP2B		ENST00000263046	intron_variant	MODIFIER	protein_coding			
rs3798519					intron_variant	TFAP2B		ENST00000344788	intron_variant	MODIFIER	protein_coding			
rs3798519					intron_variant	TFAP2B		ENST00000393655	intron_variant	MODIFIER	protein_coding			
rs3798519					intron_variant	TFAP2B		ENST00000489228	upstream_gene_variant	MODIFIER	processed_transcript			
rs1327271					intergenic_variant				intergenic_variant					
rs2504706					intergenic_variant				intergenic_variant					
rs17667073					intergenic_variant				intergenic_variant					
rs2749014					intron_variant	RP1-152L7.1		ENST00000402398	downstream_gene_variant	MODIFIER	unprocessed_pseudogene			
rs2749014					intron_variant	GSTA2		ENST00000493422	intron_variant	MODIFIER	protein_coding			
rs2817111					intergenic_variant				intergenic_variant					
rs9382231					intergenic_variant				intergenic_variant					
rs10943822					intron_variant	EEF1B2P5		ENST00000444820	intron_variant,non_coding_transcript_variant	MODIFIER	unprocessed_pseudogene			
rs72888748					intergenic_variant				intergenic_variant					
rs13207433					intergenic_variant				intergenic_variant					
rs1757856					intergenic_variant				intergenic_variant					
rs11155284					intergenic_variant				intergenic_variant					
rs11755801					intergenic_variant				intergenic_variant					
rs62427977					intron_variant	BEND3		ENST00000606766	intron_variant	MODIFIER	protein_coding			
rs62427977					intron_variant	BEND3		ENST00000607422	intron_variant	MODIFIER	protein_coding			
rs62427977					intron_variant	BEND3		ENST00000369042	intron_variant	MODIFIER	protein_coding			
rs62427977					intron_variant	BEND3		ENST00000429433	intron_variant	MODIFIER	protein_coding			
rs6568685					intron_variant	RP3-415N12.1		ENST00000404926	upstream_gene_variant	MODIFIER	processed_pseudogene			
rs6568685					intron_variant	TRAF3IP2-AS1		ENST00000420651	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs6568685					intron_variant	TRAF3IP2-AS1		ENST00000438298	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs6568685					intron_variant	TRAF3IP2-AS1		ENST00000440001	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs6568685					intron_variant	TRAF3IP2-AS1		ENST00000440395	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs6568685					intron_variant	TRAF3IP2-AS1		ENST00000442928	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs6568685					intron_variant	TRAF3IP2-AS1		ENST00000449449	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs6568685					intron_variant	TRAF3IP2-AS1		ENST00000456352	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs6568685					intron_variant	TRAF3IP2-AS1		ENST00000525151	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs6568685					intron_variant	TRAF3IP2-AS1		ENST00000532353	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs17078452					intron_variant	RFX6		ENST00000332958	intron_variant	MODIFIER	protein_coding			
rs17078452					intron_variant	RFX6		ENST00000471966	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs17078452					intron_variant	RFX6		ENST00000487683	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs72951506					intron_variant	NUS1		ENST00000368494	intron_variant	MODIFIER	protein_coding			
rs9375411					intron_variant	NCOA7		ENST00000229634	intron_variant	MODIFIER	protein_coding			
rs9375411					intron_variant	NCOA7		ENST00000368357	intron_variant	MODIFIER	protein_coding			
rs9375411					intron_variant	NCOA7		ENST00000392477	intron_variant	MODIFIER	protein_coding			
rs9375411					intron_variant	NCOA7		ENST00000417494	intron_variant	MODIFIER	protein_coding			
rs9375411					intron_variant	NCOA7-AS1		ENST00000429007	downstream_gene_variant	MODIFIER	antisense			
rs9375411					intron_variant	NCOA7		ENST00000453302	intron_variant	MODIFIER	protein_coding			
rs11759026					intergenic_variant				intergenic_variant					
rs2800733					intergenic_variant				intergenic_variant					
rs1415701					intron_variant	L3MBTL3		ENST00000361794	intron_variant	MODIFIER	protein_coding			
rs1415701					intron_variant	L3MBTL3		ENST00000368136	intron_variant	MODIFIER	protein_coding			
rs1415701					intron_variant	L3MBTL3		ENST00000368139	intron_variant	MODIFIER	protein_coding			
rs1415701					intron_variant	L3MBTL3		ENST00000526019	intron_variant	MODIFIER	protein_coding			
rs1415701					intron_variant	L3MBTL3		ENST00000526087	intron_variant	MODIFIER	protein_coding			
rs1415701					intron_variant	L3MBTL3		ENST00000528385	intron_variant	MODIFIER	protein_coding			
rs1415701					intron_variant	L3MBTL3		ENST00000529410	intron_variant	MODIFIER	protein_coding			
rs1415701					intron_variant	L3MBTL3		ENST00000533560	intron_variant	MODIFIER	protein_coding			
rs2749924					intron_variant	MED23		ENST00000354577	intron_variant	MODIFIER	protein_coding			
rs2749924					intron_variant	MED23		ENST00000368053	intron_variant	MODIFIER	protein_coding			
rs2749924					intron_variant	MED23		ENST00000368058	intron_variant	MODIFIER	protein_coding			
rs2749924					intron_variant	MED23		ENST00000368060	intron_variant	MODIFIER	protein_coding			
rs2749924					intron_variant	MED23		ENST00000368068	intron_variant	MODIFIER	protein_coding			
rs2749924					intron_variant	MED23		ENST00000403834	intron_variant	MODIFIER	protein_coding			
rs2749924					intron_variant	MED23		ENST00000539158	intron_variant	MODIFIER	protein_coding			
rs2749924					intron_variant	MED23		ENST00000540546	intron_variant	MODIFIER	protein_coding			
rs2749924					intron_variant	MED23		ENST00000545957	intron_variant	MODIFIER	protein_coding			
rs6917676					downstream_gene_variant	RPL35AP3		ENST00000414680	downstream_gene_variant	MODIFIER	processed_pseudogene			
rs9321595					intergenic_variant				intergenic_variant					
rs6905226					intron_variant	NHSL1		ENST00000342260	intron_variant	MODIFIER	protein_coding			
rs6905226					intron_variant	NHSL1		ENST00000343505	intron_variant	MODIFIER	protein_coding			
rs6905226					intron_variant	NHSL1		ENST00000426841	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs6905226					intron_variant	NHSL1		ENST00000427025	intron_variant	MODIFIER	protein_coding			
rs6905226					intron_variant	NHSL1		ENST00000491526	intron_variant	MODIFIER	protein_coding			
rs6905226					intron_variant	NHSL1		ENST00000533765	intron_variant	MODIFIER	protein_coding			
rs9376353					intron_variant	NHSL1		ENST00000342260	intron_variant	MODIFIER	protein_coding			
rs9376353					intron_variant	NHSL1		ENST00000427025	intron_variant	MODIFIER	protein_coding			
rs9376353					intron_variant	NHSL1		ENST00000491526	intron_variant	MODIFIER	protein_coding			
rs9376382					intron_variant	ECT2L		ENST00000367682	intron_variant	MODIFIER	protein_coding			
rs9376382					intron_variant	RP3-509I19.6		ENST00000404494	upstream_gene_variant	MODIFIER	transcribed_processed_pseudogene			
rs9376382					intron_variant	ECT2L		ENST00000423192	intron_variant	MODIFIER	protein_coding			
rs9376382					intron_variant	ECT2L		ENST00000541398	intron_variant	MODIFIER	protein_coding			
rs9376382					intron_variant	RP3-509I19.6		ENST00000572284	upstream_gene_variant	MODIFIER	processed_transcript			
rs668459					intergenic_variant				intergenic_variant					
rs17069206					intergenic_variant				intergenic_variant					
rs13194747					intergenic_variant				intergenic_variant					
rs12200517					intergenic_variant				intergenic_variant					
rs6570526					regulatory_region_variant				regulatory_region_variant					
rs11969311					intron_variant	HIVEP2		ENST00000367603	intron_variant	MODIFIER	protein_coding			
rs3853248					intron_variant	ESR1		ENST00000206249	intron_variant	MODIFIER	protein_coding			
rs3853248					intron_variant	ESR1		ENST00000338799	intron_variant	MODIFIER	protein_coding			
rs3853248					intron_variant	ESR1		ENST00000406599	intron_variant	MODIFIER	protein_coding			
rs3853248					intron_variant	ESR1		ENST00000427531	intron_variant	MODIFIER	protein_coding			
rs3853248					intron_variant	ESR1		ENST00000440973	intron_variant	MODIFIER	protein_coding			
rs3853248					intron_variant	ESR1		ENST00000443427	intron_variant	MODIFIER	protein_coding			
rs3853248					intron_variant	RP3-443C4.2		ENST00000451697	upstream_gene_variant	MODIFIER	antisense			
rs3853248					intron_variant	ESR1		ENST00000456483	intron_variant	MODIFIER	protein_coding			
rs9397581					intron_variant	RGS17		ENST00000206262	intron_variant	MODIFIER	protein_coding			
rs3778156					intron_variant	OPRM1		ENST00000229768	intron_variant	MODIFIER	protein_coding			
rs3778156					intron_variant	OPRM1		ENST00000330432	intron_variant	MODIFIER	protein_coding			
rs3778156					intron_variant	OPRM1		ENST00000337049	intron_variant	MODIFIER	protein_coding			
rs3778156					intron_variant	OPRM1		ENST00000360422	intron_variant	MODIFIER	protein_coding			
rs3778156					intron_variant	OPRM1		ENST00000414028	intron_variant	MODIFIER	protein_coding			
rs3778156					intron_variant	OPRM1		ENST00000419506	intron_variant	MODIFIER	protein_coding			
rs3778156					intron_variant	OPRM1		ENST00000428397	intron_variant	MODIFIER	protein_coding			
rs3778156					intron_variant	OPRM1		ENST00000434900	intron_variant	MODIFIER	protein_coding			
rs3778156					intron_variant	OPRM1		ENST00000435918	intron_variant	MODIFIER	protein_coding			
rs3778156					intron_variant	OPRM1		ENST00000452687	intron_variant	MODIFIER	protein_coding			
rs3778156					intron_variant	OPRM1		ENST00000518759	intron_variant	MODIFIER	protein_coding			
rs3778156					intron_variant	OPRM1		ENST00000519083	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs3778156					intron_variant	OPRM1		ENST00000519613	upstream_gene_variant	MODIFIER	processed_transcript			
rs3778156					intron_variant	OPRM1		ENST00000520282	intron_variant	MODIFIER	protein_coding			
rs3778156					intron_variant	OPRM1		ENST00000520708	intron_variant	MODIFIER	protein_coding			
rs3778156					intron_variant	OPRM1		ENST00000522236	upstream_gene_variant	MODIFIER	protein_coding			
rs3778156					intron_variant	OPRM1		ENST00000522555	upstream_gene_variant	MODIFIER	protein_coding			
rs3778156					intron_variant	OPRM1		ENST00000522739	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs3778156					intron_variant	OPRM1		ENST00000524150	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs3778156					intron_variant	OPRM1		ENST00000524163	intron_variant	MODIFIER	protein_coding			
rs6905058					downstream_gene_variant	RP11-230C9.1		ENST00000402808	downstream_gene_variant	MODIFIER	processed_pseudogene			
rs487060					intron_variant	SLC22A3		ENST00000275300	intron_variant	MODIFIER	protein_coding			
rs487060					intron_variant	SLC22A3		ENST00000392145	intron_variant	MODIFIER	protein_coding			
rs1321850					intron_variant	AGPAT4		ENST00000320285	intron_variant	MODIFIER	protein_coding			
rs1321850					intron_variant	AGPAT4		ENST00000366905	intron_variant	MODIFIER	protein_coding			
rs1321850					intron_variant	AGPAT4		ENST00000366906	intron_variant	MODIFIER	protein_coding			
rs1321850					intron_variant	AGPAT4		ENST00000366908	intron_variant	MODIFIER	protein_coding			
rs1321850					intron_variant	AGPAT4		ENST00000366911	intron_variant	MODIFIER	protein_coding			
rs1321850					intron_variant	AGPAT4		ENST00000457520	intron_variant	MODIFIER	protein_coding			
rs34709632					intron_variant	PARK2		ENST00000338468	intron_variant	MODIFIER	protein_coding			
rs34709632					intron_variant	PARK2		ENST00000366892	intron_variant	MODIFIER	protein_coding			
rs34709632					intron_variant	PARK2		ENST00000366894	intron_variant	MODIFIER	protein_coding			
rs34709632					intron_variant	PARK2		ENST00000366896	intron_variant	MODIFIER	protein_coding			
rs34709632					intron_variant	PARK2		ENST00000366897	intron_variant	MODIFIER	protein_coding			
rs34709632					intron_variant	PARK2		ENST00000366898	intron_variant	MODIFIER	protein_coding			
rs34709632					intron_variant	PARK2		ENST00000479615	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs2759398					intron_variant	QKI		ENST00000275262	intron_variant	MODIFIER	protein_coding			
rs2759398					intron_variant	QKI		ENST00000361195	intron_variant	MODIFIER	protein_coding			
rs2759398					intron_variant	QKI		ENST00000361752	intron_variant	MODIFIER	protein_coding			
rs2759398					intron_variant	QKI		ENST00000361758	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs2759398					intron_variant	QKI		ENST00000392127	intron_variant	MODIFIER	protein_coding			
rs2759398					intron_variant	QKI		ENST00000424802	intron_variant	MODIFIER	protein_coding			
rs2759398					intron_variant	QKI		ENST00000453779	intron_variant	MODIFIER	protein_coding			
rs2759398					intron_variant	QKI		ENST00000537041	intron_variant	MODIFIER	protein_coding			
rs2759398					intron_variant	QKI		ENST00000537124	intron_variant	MODIFIER	protein_coding			
rs2759398					intron_variant	QKI		ENST00000537883	intron_variant	MODIFIER	protein_coding			
rs2759398					intron_variant	QKI		ENST00000544436	intron_variant	MODIFIER	protein_coding			
rs2759398					intron_variant	QKI		ENST00000544823	intron_variant	MODIFIER	protein_coding			
rs2759398					intron_variant	QKI		ENST00000545346	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs2759398					intron_variant	QKI		ENST00000545607	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs4709746					intron_variant	RP1-230L10.1		ENST00000452944	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs1021509					intron_variant	RP11-252P19.2		ENST00000431017	downstream_gene_variant	MODIFIER	lincRNA			
rs1021509					intron_variant	RP11-252P19.1		ENST00000435810	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs1021509					intron_variant	PDE10A		ENST00000580695	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs77273391					intron_variant	PDE10A		ENST00000535229	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs77273391					intron_variant	PDE10A		ENST00000580695	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs9459835					intron_variant	FGFR1OP		ENST00000349556	intron_variant	MODIFIER	protein_coding			
rs9459835					intron_variant	FGFR1OP		ENST00000366847	intron_variant	MODIFIER	protein_coding			
rs9459835					intron_variant	RP1-167A14.2		ENST00000444102	upstream_gene_variant	MODIFIER	antisense			
rs9459835					intron_variant	FGFR1OP		ENST00000476078	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs9459835					intron_variant	FGFR1OP		ENST00000494781	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs11766944					3_prime_UTR_variant	MAD1L1		ENST00000265854	intron_variant	MODIFIER	protein_coding			
rs11766944					3_prime_UTR_variant	AC110781.3		ENST00000318959	3_prime_UTR_variant	MODIFIER	protein_coding			
rs11766944					3_prime_UTR_variant	MAD1L1		ENST00000399654	intron_variant	MODIFIER	protein_coding			
rs11766944					3_prime_UTR_variant	AC110781.3		ENST00000402221	3_prime_UTR_variant	MODIFIER	protein_coding			
rs11766944					3_prime_UTR_variant	MAD1L1		ENST00000402746	intron_variant	MODIFIER	protein_coding			
rs11766944					3_prime_UTR_variant	MAD1L1		ENST00000406869	intron_variant	MODIFIER	protein_coding			
rs11766944					3_prime_UTR_variant	MAD1L1		ENST00000450235	intron_variant	MODIFIER	protein_coding			
rs11766944					3_prime_UTR_variant	AC110781.3		ENST00000480694	non_coding_transcript_exon_variant	MODIFIER	processed_transcript			
rs11766944					3_prime_UTR_variant	MAD1L1		ENST00000481633	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs11766944					3_prime_UTR_variant	MIR4655		ENST00000580817	upstream_gene_variant	MODIFIER	miRNA			
rs28411900					intron_variant	FOXK1		ENST00000446823	intron_variant	MODIFIER	protein_coding			
rs12702586					intron_variant	C1GALT1		ENST00000429911	intron_variant	MODIFIER	protein_coding			
rs4721059					intron_variant	TMEM106B		ENST00000396667	intron_variant	MODIFIER	protein_coding			
rs4721059					intron_variant	TMEM106B		ENST00000396668	intron_variant	MODIFIER	protein_coding			
rs4721059					intron_variant	TMEM106B		ENST00000420833	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs4721059					intron_variant	TMEM106B		ENST00000444443	downstream_gene_variant	MODIFIER	protein_coding			
rs4721059					intron_variant	TMEM106B		ENST00000462754	upstream_gene_variant	MODIFIER	retained_intron			
rs4721059					intron_variant	TMEM106B		ENST00000492762	upstream_gene_variant	MODIFIER	retained_intron			
rs138348096					intergenic_variant				intergenic_variant					
rs10950494					downstream_gene_variant	AC005019.3		ENST00000434321	downstream_gene_variant	MODIFIER	lincRNA			
rs62454583					intron_variant	ETV1		ENST00000242066	intron_variant	MODIFIER	protein_coding			
rs62454583					intron_variant	ETV1		ENST00000343495	intron_variant	MODIFIER	protein_coding			
rs62454583					intron_variant	ETV1		ENST00000399357	intron_variant	MODIFIER	protein_coding			
rs62454583					intron_variant	ETV1		ENST00000403527	intron_variant	MODIFIER	protein_coding			
rs62454583					intron_variant	ETV1		ENST00000403685	intron_variant	MODIFIER	protein_coding			
rs62454583					intron_variant	ETV1		ENST00000405192	intron_variant	MODIFIER	protein_coding			
rs62454583					intron_variant	ETV1		ENST00000405218	intron_variant	MODIFIER	protein_coding			
rs62454583					intron_variant	ETV1		ENST00000405358	intron_variant	MODIFIER	protein_coding			
rs62454583					intron_variant	ETV1		ENST00000420159	intron_variant	MODIFIER	protein_coding			
rs62454583					intron_variant	ETV1		ENST00000421381	intron_variant	MODIFIER	protein_coding			
rs62454583					intron_variant	ETV1		ENST00000430479	intron_variant	MODIFIER	protein_coding			
rs62454583					intron_variant	ETV1		ENST00000431887	intron_variant	MODIFIER	protein_coding			
rs62454583					intron_variant	ETV1		ENST00000438956	intron_variant	MODIFIER	protein_coding			
rs62454583					intron_variant	ETV1		ENST00000443137	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs62454583					intron_variant	ETV1		ENST00000443608	intron_variant	MODIFIER	protein_coding			
rs62454583					intron_variant	ETV1		ENST00000472931	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs62454583					intron_variant	ETV1		ENST00000476355	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs62454583					intron_variant	ETV1		ENST00000476720	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs62454583					intron_variant	ETV1		ENST00000497115	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs17168486					intron_variant	DGKB		ENST00000402815	intron_variant	MODIFIER	protein_coding			
rs17168486					intron_variant	DGKB		ENST00000403951	intron_variant	MODIFIER	protein_coding			
rs17168486					intron_variant	DGKB		ENST00000403963	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs17168486					intron_variant	DGKB		ENST00000407950	intron_variant	MODIFIER	protein_coding			
rs17168486					intron_variant	DGKB		ENST00000437998	intron_variant	MODIFIER	protein_coding			
rs17168486					intron_variant	DGKB		ENST00000444700	intron_variant	MODIFIER	protein_coding			
rs17168486					intron_variant	DGKB		ENST00000463981	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs17168486					intron_variant	DGKB		ENST00000467449	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs17168486					intron_variant	DGKB		ENST00000477401	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs4719433					intergenic_variant				intergenic_variant					
rs17168605					intergenic_variant				intergenic_variant					
rs38205					intergenic_variant				intergenic_variant					
rs302177					intron_variant	HDAC9		ENST00000417496	intron_variant	MODIFIER	protein_coding			
rs302177					intron_variant	HDAC9		ENST00000425071	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs10259561					intron_variant	TOMM7		ENST00000358435	intron_variant	MODIFIER	protein_coding			
rs10259561					intron_variant	TOMM7		ENST00000372879	intron_variant	MODIFIER	protein_coding			
rs10259561					intron_variant	TOMM7		ENST00000405021	intron_variant	MODIFIER	protein_coding			
rs10259561					intron_variant	TOMM7		ENST00000463284	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs10259561					intron_variant	TOMM7		ENST00000483581	upstream_gene_variant	MODIFIER	retained_intron			
rs10259561					intron_variant	TOMM7		ENST00000496129	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs73281645					intron_variant	IGF2BP3		ENST00000258729	intron_variant	MODIFIER	protein_coding			
rs73281645					intron_variant	SNORD65		ENST00000390962	upstream_gene_variant	MODIFIER	snoRNA			
rs73281645					intron_variant	IGF2BP3		ENST00000421467	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs73281645					intron_variant	IGF2BP3		ENST00000465058	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs73281645					intron_variant	IGF2BP3		ENST00000466809	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs73281645					intron_variant	IGF2BP3		ENST00000468263	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs73281645					intron_variant	IGF2BP3		ENST00000469723	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs73281645					intron_variant	IGF2BP3		ENST00000474105	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs73281645					intron_variant	IGF2BP3		ENST00000476938	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs73281645					intron_variant	IGF2BP3		ENST00000479504	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs73281645					intron_variant	IGF2BP3		ENST00000491719	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs73281645					intron_variant	IGF2BP3		ENST00000492771	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs227941					non_coding_transcript_exon_variant	AC006026.9		ENST00000444025	non_coding_transcript_exon_variant	MODIFIER	processed_pseudogene			
rs35274205					intergenic_variant				intergenic_variant					
rs1534696					intron_variant	SNX10		ENST00000338523	intron_variant	MODIFIER	protein_coding			
rs1534696					intron_variant	SNX10		ENST00000396376	intron_variant	MODIFIER	protein_coding			
rs1534696					intron_variant	SNX10		ENST00000409367	intron_variant	MODIFIER	protein_coding			
rs1534696					intron_variant	SNX10		ENST00000412416	intron_variant	MODIFIER	protein_coding			
rs1534696					intron_variant	SNX10		ENST00000416246	intron_variant	MODIFIER	protein_coding			
rs1534696					intron_variant	SNX10		ENST00000446848	intron_variant	MODIFIER	protein_coding			
rs6968655					downstream_gene_variant	KIAA0087		ENST00000242109	downstream_gene_variant	MODIFIER	protein_coding			
rs74847755					intron_variant	JAZF1		ENST00000283928	intron_variant	MODIFIER	protein_coding			
rs74847755					intron_variant	JAZF1		ENST00000452993	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs74847755					intron_variant	JAZF1		ENST00000454041	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs860262					intron_variant	JAZF1		ENST00000283928	intron_variant	MODIFIER	protein_coding			
rs860262					intron_variant	JAZF1		ENST00000452993	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
