Query_SNP	DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
rs429358	2025-08-29	40436827	Jee YH	2025-05-28	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/40436827	Genome-wide association studies in a large Korean cohort identify quantitative trait loci for 36 traits and illuminate their genetic architectures.	High-density lipoprotein levels	507,850 East Asian ancestry individuals, 420,829 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	NR	5E-456	455.30102999566395		0.1143	[0.11-0.12] unit increase	NR [NR] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST90662894	Genome-wide genotyping array
rs429358	2026-05-28	41298473	Koyama S	2025-11-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/41298473	Genetics and context for precision health in Greater Boston.	Alzheimer's disease	621 African-like, Admixed American-like, European-like or unknown ancestry cases, 51,753 African-like, Admixed American-like, European-like or unknown ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	3E-40	39.52287874528034		2.55	[2.25-2.89]	Illumina [NR] (imputed)	N	Alzheimer disease	http://purl.obolibrary.org/obo/MONDO_0004975	GCST90837526	Genome-wide genotyping array
rs429358	2026-05-28	41298473	Koyama S	2025-11-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/41298473	Genetics and context for precision health in Greater Boston.	Amyloidosis	554 African-like, Admixed American-like, European-like or unknown ancestry cases, 51,820 African-like, Admixed American-like, European-like or unknown ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	3E-21	20.522878745280337		2.02	[1.77-2.31]	Illumina [NR] (imputed)	N	amyloidosis	http://purl.obolibrary.org/obo/MONDO_0019065	GCST90837527	Genome-wide genotyping array
rs429358	2026-05-28	41298473	Koyama S	2025-11-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/41298473	Genetics and context for precision health in Greater Boston.	Delirium dementia and amnestic and other cognitive disorders (PheCode 290)	2,910 African-like, Admixed American-like, European-like or unknown ancestry cases, 49,464 African-like, Admixed American-like, European-like or unknown ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	4E-17	16.397940008672037		1.38	[1.28-1.48]	Illumina [NR] (imputed)	N	cognitive disorder	http://purl.obolibrary.org/obo/MONDO_0002039	GCST90837528	Genome-wide genotyping array
rs429358	2026-05-28	41298473	Koyama S	2025-11-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/41298473	Genetics and context for precision health in Greater Boston.	Dementias (PheCode 290.1)	1,082 African-like, Admixed American-like, European-like or unknown ancestry cases, 51,292 African-like, Admixed American-like, European-like or unknown ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	1E-29	29.0		1.92	[1.73-2.13]	Illumina [NR] (imputed)	N	dementia	http://purl.obolibrary.org/obo/MONDO_0001627	GCST90837529	Genome-wide genotyping array
rs429358	2026-05-28	41298473	Koyama S	2025-11-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/41298473	Genetics and context for precision health in Greater Boston.	Memory loss (PheCode 292.3)	4,070 African-like, Admixed American-like, European-like or unknown ancestry cases, 48,304 African-like, Admixed American-like, European-like or unknown ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	6E-25	24.221848749616356		1.4	[1.32-1.49]	Illumina [NR] (imputed)	N	memory impairment	http://www.ebi.ac.uk/efo/EFO_0001072	GCST90837530	Genome-wide genotyping array
rs429358	2026-05-28	41298473	Koyama S	2025-11-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/41298473	Genetics and context for precision health in Greater Boston.	Mild cognitive impairment	390 African-like, Admixed American-like, European-like or unknown ancestry cases, 51,984 African-like, Admixed American-like, European-like or unknown ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	8E-15	14.096910013008056		2.02	[1.72-2.37]	Illumina [NR] (imputed)	N	Cognitive impairment	http://purl.obolibrary.org/obo/HP_0100543	GCST90837531	Genome-wide genotyping array
rs429358	2026-05-28	41298473	Koyama S	2025-11-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/41298473	Genetics and context for precision health in Greater Boston.	Neurological disorders (PheCode 292)	8,905 African-like, Admixed American-like, European-like or unknown ancestry cases, 43,469 African-like, Admixed American-like, European-like or unknown ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	6E-14	13.221848749616356		1.2	[1.14-1.26]	Illumina [NR] (imputed)	N	nervous system disorder	http://purl.obolibrary.org/obo/MONDO_0005071	GCST90837532	Genome-wide genotyping array
rs429358	2026-02-02	39024449	Verma A	2024-07-19	Science	www.ncbi.nlm.nih.gov/pubmed/39024449	Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.	Obesity (PheCode 278.1)	169,600 European ancestry cases, 244,254 European ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8597	7E-16	15.154901959985743		0.04449	[0.032-0.057] unit increase	NR [44300000] (imputed)	N	obesity disorder	http://purl.obolibrary.org/obo/MONDO_0011122	GCST90475762	Genome-wide genotyping array
rs429358	2024-08-05	38448586	Karjalainen MK	2024-03-06	Nature	www.ncbi.nlm.nih.gov/pubmed/38448586	Genome-wide characterization of circulating metabolic biomarkers.	Total cholesterol in HDL2	4,435 East Asian ancestry individuals, 11,340 South Asian ancestry individuals, 120,241 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8432	1E-40	40.0		0.0744	[0.063-0.085] unit increase	Affymetrix, Illumina, Perlegen [13387769] (imputed)	N	total cholesterol measurement, high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004612	GCST90301969	Genome-wide genotyping array, Genome-wide sequencing [Various]
rs429358	2024-08-05	38448586	Karjalainen MK	2024-03-06	Nature	www.ncbi.nlm.nih.gov/pubmed/38448586	Genome-wide characterization of circulating metabolic biomarkers.	Mean diameter of HDL particles	4,435 East Asian ancestry individuals, 11,340 South Asian ancestry individuals, 120,241 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8432	7E-31	30.154901959985743		0.0645	[0.054-0.075] unit increase	Affymetrix, Illumina, Perlegen [13387871] (imputed)	N	HDL particle size	http://purl.obolibrary.org/obo/OBA_2050115	GCST90301972	Genome-wide genotyping array, Genome-wide sequencing [Various]
rs429358	2026-03-20	37985223	Archer DB	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37985223	Longitudinal change in memory performance as a strong endophenotype for Alzheimer's disease.	Memory performance	24,216 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	0.160069	3E-32	31.522878745280337		0.133527	[0.11-0.16] unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90448855	Genome-wide genotyping array
rs429358	2024-08-05	38448586	Karjalainen MK	2024-03-06	Nature	www.ncbi.nlm.nih.gov/pubmed/38448586	Genome-wide characterization of circulating metabolic biomarkers.	Total cholesterol levels in HDL	4,435 East Asian ancestry individuals, 11,340 South Asian ancestry individuals, 120,241 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8432	2E-28	27.69897000433602		0.0617	[0.051-0.073] unit increase	Affymetrix, Illumina, Perlegen [13387753] (imputed)	N	total cholesterol measurement, high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004612	GCST90301971	Genome-wide genotyping array, Genome-wide sequencing [Various]
rs429358	2026-03-20	37985223	Archer DB	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37985223	Longitudinal change in memory performance as a strong endophenotype for Alzheimer's disease.	Memory decline (excluding comorbidities)	24,216 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	0.159178	4E-58	57.39794000867204		0.01984	[0.017-0.022] unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory impairment	http://www.ebi.ac.uk/efo/EFO_0001072	GCST90448874	Genome-wide genotyping array
rs429358	2025-03-21	38429522	Toikumo S	2024-03-01	Nat Med	www.ncbi.nlm.nih.gov/pubmed/38429522	A multi-ancestry genetic study of pain intensity in 598,339 veterans.	Pain intensity (NRS pain scale 0-11)	112,968 African American individuals, 436,683 European American ancestry individuals, 48,688 Hispanic American ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	5E-10	9.301029995663981		0.016	[0.01-0.022] unit increase	Affymetrix [NR] (imputed)	N	pain measurement	http://www.ebi.ac.uk/efo/EFO_0010639	GCST90565147	Genome-wide genotyping array
rs429358	2025-03-21	38429522	Toikumo S	2024-03-01	Nat Med	www.ncbi.nlm.nih.gov/pubmed/38429522	A multi-ancestry genetic study of pain intensity in 598,339 veterans.	Pain intensity (without opioid use disorder)	416,740 European American ancestry individuals, 104,050 African American individuals, 46,169 Hispanic American ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	2E-8	7.698970004336019		0.015	[0.0091-0.0209] unit increase	Affymetrix [NR] (imputed)	N	pain measurement	http://www.ebi.ac.uk/efo/EFO_0010639	GCST90565151	Genome-wide genotyping array
rs429358	2025-03-21	38429522	Toikumo S	2024-03-01	Nat Med	www.ncbi.nlm.nih.gov/pubmed/38429522	A multi-ancestry genetic study of pain intensity in 598,339 veterans.	Pain intensity (without opioid use disorder)	416,740 European American ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	6E-10	9.221848749616356		0.039	[0.027-0.051] unit decrease	Affymetrix [NR] (imputed)	N	pain measurement	http://www.ebi.ac.uk/efo/EFO_0010639	GCST90565152	Genome-wide genotyping array
rs429358	2024-01-19	37349795	Kang M	2023-06-22	Mol Neurodegener	www.ncbi.nlm.nih.gov/pubmed/37349795	A genome-wide search for pleiotropy in more than 100,000 harmonized longitudinal cognitive domain scores.	Cognitive domain scores for executive function	43,500 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	7E-20	19.154901959985743				NR [9000000] (imputed)	N	executive function measurement	http://www.ebi.ac.uk/efo/EFO_0009332	GCST90308740	Genome-wide genotyping array
rs429358	2023-06-28	37337106	Liu N	2023-06-19	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/37337106	Cross-ancestry genome-wide association meta-analyses of hippocampal and subfield volumes.	Right hippocampal volume	65,791 European ancestry, East Asian ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.092637	6E-9	8.221848749616356		0.0461954	[0.031-0.062] unit decrease	NR [5048682] (imputed)	N	hippocampal volume	http://www.ebi.ac.uk/efo/EFO_0005035	GCST90267930	Genome-wide genotyping array
rs429358	2023-11-15	37208024	Bradley J	2023-05-19	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/37208024	Genetic architecture of plasma Alzheimer disease biomarkers.	Plasma amyloid beta 42 to 40 ratio	1,991 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	6E-18	17.221848749616356		0.363	unit decrease	Illumina [13791029] (imputed)	N	amyloid-beta measurement	http://www.ebi.ac.uk/efo/EFO_0005194	GCST90297541	Genome-wide genotyping array
rs429358	2023-11-15	37208024	Bradley J	2023-05-19	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/37208024	Genetic architecture of plasma Alzheimer disease biomarkers.	Plasma neurofilament light levels	2,380 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	8E-10	9.096910013008056		0.184	unit increase	Illumina [13791029] (imputed)	N	neurofilament light polypeptide amount	http://purl.obolibrary.org/obo/OBA_2050255	GCST90297542	Genome-wide genotyping array
rs429358	2024-01-19	37349795	Kang M	2023-06-22	Mol Neurodegener	www.ncbi.nlm.nih.gov/pubmed/37349795	A genome-wide search for pleiotropy in more than 100,000 harmonized longitudinal cognitive domain scores.	Cognitive domain scores for language	60,296 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	4E-206	205.39794000867204				NR [9000000] (imputed)	N	language measurement	http://www.ebi.ac.uk/efo/EFO_0007797	GCST90308736	Genome-wide genotyping array
rs429358	2024-01-19	37349795	Kang M	2023-06-22	Mol Neurodegener	www.ncbi.nlm.nih.gov/pubmed/37349795	A genome-wide search for pleiotropy in more than 100,000 harmonized longitudinal cognitive domain scores.	Cognitive domain scores for language	43,500 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	3E-16	15.522878745280337				NR [9000000] (imputed)	N	language measurement	http://www.ebi.ac.uk/efo/EFO_0007797	GCST90308737	Genome-wide genotyping array
rs429358	2024-01-19	37349795	Kang M	2023-06-22	Mol Neurodegener	www.ncbi.nlm.nih.gov/pubmed/37349795	A genome-wide search for pleiotropy in more than 100,000 harmonized longitudinal cognitive domain scores.	Cognitive domain scores for executive function	103,796 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	9E-145	144.04575749056067				NR [9000000] (imputed)	N	executive function measurement	http://www.ebi.ac.uk/efo/EFO_0009332	GCST90308738	Genome-wide genotyping array
rs429358	2024-01-19	37349795	Kang M	2023-06-22	Mol Neurodegener	www.ncbi.nlm.nih.gov/pubmed/37349795	A genome-wide search for pleiotropy in more than 100,000 harmonized longitudinal cognitive domain scores.	Cognitive domain scores for executive function	60,296 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	2E-170	169.69897000433602				NR [9000000] (imputed)	N	executive function measurement	http://www.ebi.ac.uk/efo/EFO_0009332	GCST90308739	Genome-wide genotyping array
rs429358	2023-06-28	37337106	Liu N	2023-06-19	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/37337106	Cross-ancestry genome-wide association meta-analyses of hippocampal and subfield volumes.	Left hippocampal volume	65,791 European ancestry, East Asian ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.092637	1E-10	10.0		0.0507656	[0.035-0.066] unit decrease	NR [5048682] (imputed)	N	hippocampal volume	http://www.ebi.ac.uk/efo/EFO_0005035	GCST90267908	Genome-wide genotyping array
rs429358	2024-01-19	37349795	Kang M	2023-06-22	Mol Neurodegener	www.ncbi.nlm.nih.gov/pubmed/37349795	A genome-wide search for pleiotropy in more than 100,000 harmonized longitudinal cognitive domain scores.	Cognitive domain scores for memory	103,796 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	8E-321	320.0969100130081				NR [9000000] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90308732	Genome-wide genotyping array
rs429358	2024-01-19	37349795	Kang M	2023-06-22	Mol Neurodegener	www.ncbi.nlm.nih.gov/pubmed/37349795	A genome-wide search for pleiotropy in more than 100,000 harmonized longitudinal cognitive domain scores.	Cognitive domain scores for memory	60,296 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	3E-374	373.52287874528037				NR [9000000] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90308733	Genome-wide genotyping array
rs429358	2024-01-19	37349795	Kang M	2023-06-22	Mol Neurodegener	www.ncbi.nlm.nih.gov/pubmed/37349795	A genome-wide search for pleiotropy in more than 100,000 harmonized longitudinal cognitive domain scores.	Cognitive domain scores for memory	43,500 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	4E-51	50.39794000867204				NR [9000000] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90308734	Genome-wide genotyping array
rs429358	2024-01-19	37349795	Kang M	2023-06-22	Mol Neurodegener	www.ncbi.nlm.nih.gov/pubmed/37349795	A genome-wide search for pleiotropy in more than 100,000 harmonized longitudinal cognitive domain scores.	Cognitive domain scores for language	103,796 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	3E-158	157.52287874528034				NR [9000000] (imputed)	N	language measurement	http://www.ebi.ac.uk/efo/EFO_0007797	GCST90308735	Genome-wide genotyping array
rs429358	2024-12-02	38184787	Wang P	2024-01-07	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/38184787	Genome-wide association studies identify novel loci in rapidly progressive Alzheimer's disease.	Rapidly progressive Alzheimer's disease (typical) (case-control set 2)	448 European, African American, Asian or American Indian/Alaska Native cases, 1,344 European, African American, Asian or American Indian/Alaska Native controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	7E-10	9.154901959985743		1.802		Illumina [4466093]	N	Alzheimer disease	http://purl.obolibrary.org/obo/MONDO_0004975	GCST90472763	Genome-wide sequencing
rs429358	2024-12-02	38184787	Wang P	2024-01-07	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/38184787	Genome-wide association studies identify novel loci in rapidly progressive Alzheimer's disease.	Rapidly progressive Alzheimer's disease (typical) (case-control set 3)	448 European, African American, Asian or American Indian/Alaska Native cases, 1,344 European, African American, Asian or American Indian/Alaska Native controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	4E-10	9.397940008672037		1.822		Illumina [4466093]	N	Alzheimer disease	http://purl.obolibrary.org/obo/MONDO_0004975	GCST90472768	Genome-wide sequencing
rs429358	2026-03-20	37985223	Archer DB	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37985223	Longitudinal change in memory performance as a strong endophenotype for Alzheimer's disease.	Memory performance in cognitive impairment (excluding comorbidities)	24,216 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	0.205175	2E-27	26.69897000433602		0.25792	[0.21-0.3] unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90448858	Genome-wide genotyping array
rs429358	2026-03-20	37985223	Archer DB	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37985223	Longitudinal change in memory performance as a strong endophenotype for Alzheimer's disease.	Memory performance (excluding comorbidities)	24,216 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	0.16015	3E-32	31.522878745280337		0.133443	[0.11-0.16] unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90448856	Genome-wide genotyping array
rs429358	2024-10-24	38116116	Chen CY	2023-11-16	Cell Genom	www.ncbi.nlm.nih.gov/pubmed/38116116	Analysis across Taiwan Biobank, Biobank Japan, and UK Biobank identifies hundreds of novel loci for 36 quantitative traits.	High density lipoprotein cholesterol levels	92,615 Taiwanese ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	6E-56	55.221848749616356				NR [8190806] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST90278635	Genome-wide genotyping array
rs429358	2024-12-02	38184787	Wang P	2024-01-07	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/38184787	Genome-wide association studies identify novel loci in rapidly progressive Alzheimer's disease.	Rapidly progressive Alzheimer's disease (typical) (case-control set 1)	448 European, African American, Asian or American Indian/Alaska Native cases, 1,344 European, African American, Asian or American Indian/Alaska Native controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	1E-9	9.0		1.788		Illumina [4466093]	N	Alzheimer disease	http://purl.obolibrary.org/obo/MONDO_0004975	GCST90472758	Genome-wide sequencing
rs429358	2024-09-12	37984853	Eissman JM	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37984853	Sex-specific genetic architecture of late-life memory performance.	Baseline memory	13,154 European ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	7E-20	19.154901959985743		0.134697	unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90448433	Genome-wide genotyping array
rs429358	2024-09-12	37984853	Eissman JM	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37984853	Sex-specific genetic architecture of late-life memory performance.	Baseline memory in impaired cognition	3,987 European ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	1E-19	19.0		0.325115	unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90448434	Genome-wide genotyping array
rs429358	2024-09-12	37984853	Eissman JM	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37984853	Sex-specific genetic architecture of late-life memory performance.	Memory decline	11,062 European ancestry males, 880 African ancestry males	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	2E-26	25.69897000433602		0.018969	unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90448445	Genome-wide genotyping array
rs429358	2026-03-20	37985223	Archer DB	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37985223	Longitudinal change in memory performance as a strong endophenotype for Alzheimer's disease.	Memory performance in cognitive impairment	24,216 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	0.204477	2E-27	26.69897000433602		0.258019	[0.21-0.3] unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90448857	Genome-wide genotyping array
rs429358	2024-09-12	37984853	Eissman JM	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37984853	Sex-specific genetic architecture of late-life memory performance.	Memory decline in normal cognition	4,950 European ancestry males, 391 African ancestry males	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	9E-13	12.045757490560675		0.013374	unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90448447	Genome-wide genotyping array
rs429358	2024-08-05	38448586	Karjalainen MK	2024-03-06	Nature	www.ncbi.nlm.nih.gov/pubmed/38448586	Genome-wide characterization of circulating metabolic biomarkers.	Cholesteryl esters to total lipids ratio in very large HDL	4,435 East Asian ancestry individuals, 11,340 South Asian ancestry individuals, 120,241 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8431	4E-82	81.39794000867204		0.1068	[0.096-0.118] unit decrease	Affymetrix, Illumina, Perlegen [13355986] (imputed)	N	cholesteryl esters:total lipids ratio, high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0020944, http://www.ebi.ac.uk/efo/EFO_0004612	GCST90302129	Genome-wide genotyping array, Genome-wide sequencing [Various]
rs429358	2024-08-05	38448586	Karjalainen MK	2024-03-06	Nature	www.ncbi.nlm.nih.gov/pubmed/38448586	Genome-wide characterization of circulating metabolic biomarkers.	Phospholipids to total lipids ratio in very large HDL	4,435 East Asian ancestry individuals, 11,340 South Asian ancestry individuals, 120,241 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8432	2E-97	96.69897000433602		0.1168	[0.11-0.13] unit increase	Affymetrix, Illumina, Perlegen [13354143] (imputed)	N	phospholipids:total lipids ratio, high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0020946, http://www.ebi.ac.uk/efo/EFO_0004612	GCST90302135	Genome-wide genotyping array, Genome-wide sequencing [Various]
rs429358	2025-07-11	39023044	Ge YJ	2024-07-18	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/39023044	Genome-wide meta-analysis identifies ancestry-specific loci for Alzheimer's disease.	Alzheimer's disease	1,286 Chinese ancestry cases, 1,523 Chinese ancestry controls	up to 1,595 Chinese ancestry cases, up to 2,474 Chinese ancestry controls, up to 21,982 European ancestry cases, up to 41,944 European ancestry controls	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.84	2E-67	66.69897000433602	(East Asian)	0.9896	[0.88-1.1] unit decrease	Illumina [7676018] (imputed)	N	Alzheimer disease	http://purl.obolibrary.org/obo/MONDO_0004975	GCST90558104	Genome-wide genotyping array
rs429358	2026-06-19	39040048	Lim AMW	2024-04-25	iScience	www.ncbi.nlm.nih.gov/pubmed/39040048	Unsupervised clustering identified clinically relevant metabolic syndrome endotypes in UK and Taiwan Biobanks.	Metabolic syndrome cluster 1 (non-descriptive endotype)	33,707 European ancestry cases, 45,494 European ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	2E-20	19.69897000433602				NR [9099283] (imputed)	N	metabolic syndrome	http://www.ebi.ac.uk/efo/EFO_0000195	GCST90859208	Genome-wide genotyping array
